muscle_group,exercise_id,name,link
Abs,side-plank,"Side Plank Abs / Body Weight Steps : 1.) Start by lying on your right side with legs extended out, one foot on top of the other and placing your right elbow right underneath your right shoulder. 2.) Elevate your hips and draw inward towards your spine, lifting the body onto the forearm and hold for 30 seconds to a minute then lower back to the floor. 3.) Repeat for as many reps and sets as desired then repeat with the opposite side.",https://www.jefit.com/exercises/633/side-plank
Abs,cable-wood-chop,"Cable Wood Chop Abs / Strength Machine Steps : 1.) Begin by standing with your feet shoulder width apart and your knees slightly bent, holding a high pulley cable at about shoulder level to one side of your body. 2.) Slowly bring the cable downward in a diagonal direction, pressing the pulley into your opposite thigh, squeezing your oblique muscles. 3.) Return back to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/744/cable-wood-chop
Abs,parallel-bar-hip-raise,"Parallel Bar Hip Raise Abs / Strength Machine Steps : 1.) Start with body in a vertical leg position with your forearms resting on the pads and your hands holding onto the handles. 2.) Keep your back pressed firm against the pad. 3.) Take your legs and lift them up and keep your knees bent on the way up while exhaling. 4.) As your legs reach parallel to your chest, hold for a few seconds, squeezing your abdominals. 5.) Do not swing your legs as this reduces the positive effect of the exercise. 6.) The release your legs back down to the starting position as you inhale. 7.) Repeat this exercise for as many repetitions as needed.",https://www.jefit.com/exercises/335/parallel-bar-hip-raise
Abs,barbell-ab-rollout-kneeling,"Barbell Ab Rollout (Kneeling) Abs / Barbell The ab rollout on knees exercise works the abs, lower back and arm muscles and is the proper version of an ab roller workout. Steps : 1.) Start off placing a barbell on the floor in front of you and kneeling in front of the bar, gripping it with a shoulder-width overhand grip. 2.) With a slow controlled motion, roll the bar out so that your back is straight, bend your knees and keep your feet off the floor. 3.) Keep your arms straight throughout the exercise. 4.) Roll back up bring the bar under your shoulders and return to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/294/barbell-ab-rollout-kneeling
Back,cable-lat-pulldown-wide-grip,"Cable Lat Pulldown (Wide Grip) Back / Strength Machine The wide-grip lat pulldown is one of the classic bodybuilding exercises used to help build a stronger back. Steps : 1.) Start by sitting under a cable pull down machine that has a wide bar attachment and grab it with a wide overhand grip. 2.) While keeping your abs drawn in and back straight, pull down the bar to your upper chest. 3.) Hold for a count at the bottom position, squeeze your lats and then slowly return back to the starting position.",https://www.jefit.com/exercises/86/cable-lat-pulldown-wide-grip
Back,cable-seated-row,"Cable Seated Row Back / Strength Machine The cable seated row is a popular exercise targeting the muscles of the upper and middle back. Here's a step-by-step guide to performing the cable seated row correctly: Set Up the Machine: Attach the desired handle to the cable row machine. Adjust the seat and chest pad (if available) so that you can reach the handle comfortably without overextending. Starting Position: Sit down on the machine with your feet securely placed on the footrests. Your knees should be slightly bent. Grasp the handle with both hands, using an overhand or neutral grip (palms facing each other). Sit with a straight back and slight lean forward from the hips, keeping your chest up and core engaged. Executing the Row: Pull the handle towards your torso, leading with your elbows. Your elbows should stay close to your body. As you pull, squeeze your shoulder blades together and keep your back straight. Avoid using your lower back to pull; focus on using your upper and middle back muscles. End Position: Pull the handle until it reaches your torso, typically around the lower chest or upper abdomen. Hold this position for a brief moment to maximize the contraction in your back muscles. Return to Starting Position: Slowly extend your arms and return the handle to the starting position, maintaining control of the weight throughout the movement. Keep your back straight and avoid rounding your shoulders as you return to the start.",https://www.jefit.com/exercises/21/cable-seated-row
Back,dumbbell-one-arm-row,"Dumbbell One-Arm Row Back / Dumbbell Steps : 1.) Start by kneeling over the side of a bench placing the knee and hand of the supporting arm on the bench and then position the opposite foot on the floor. 2.) Grab a dumbbell from the floor opposite of the side supporting the body and pull the dumbbell up slowly to your chest, feeling a stretch in your back until it almost makes contact with your chest. 3.) Hold this position for a count, then return slowly back to the starting position. 4.) Repeat for as many reps and sets as desired and switch with the opposite arms.",https://www.jefit.com/exercises/90/dumbbell-one-arm-row
Back,barbell-bent-over-row,"Barbell Bent-Over Row Back / Barbell The barbell bent-over row is a great exercise for building strength and mass in the back muscles, including the latissimus dorsi, rhomboids, trapezius, and rear deltoids, as well as the biceps. Here's a step-by-step guide on how to perform this exercise correctly: Setup: Load the barbell with an appropriate amount of weight for your fitness level. Stand with your feet shoulder-width apart, the barbell in front of you on the floor. Grasping the Barbell: Bend at your hips and knees, and grasp the barbell with a grip slightly wider than shoulder-width apart. You can use either an overhand (pronated) grip or an underhand (supinated) grip, depending on your preference and the specific muscles you want to target. Starting Position: Lift the barbell to your shins, then stand up, keeping your back straight. Bend at your hips until your torso is almost parallel to the floor. Keep a slight bend in your knees. Your back should be straight, chest up, and head in line with your spine. Your arms should be fully extended, hanging straight down from your shoulders, holding the barbell. The Rowing Motion: Engage your core and back muscles. Exhale as you pull the barbell towards your lower ribcage or upper abdomen. Keep your elbows close to your body and squeeze your shoulder blades together at the top of the movement. Your upper arms should be parallel to the floor at the top of the movement. Lowering the Barbell: Inhale as you slowly lower the barbell back to the starting position with controlled movement, fully extending your arms.",https://www.jefit.com/exercises/3/barbell-bent-over-row
Back,barbell-deadlift,"Barbell Deadlift Back / Barbell The barbell deadlift is a classic bodybuilding exercise meant for putting on mass and building overall strength throughout the entire body. Steps : 1.) Start by standing in front of a barbell with your feet shoulder-width apart. 2.) Pick up the barbell while keeping your arms extended straight down. 3.) Stand up straight with the barbell in your hands, and refrain from moving your arms. 4.) Bend back down at the knees with barbell. 5.) Repeat for the desired amount of reps.",https://www.jefit.com/exercises/93/barbell-deadlift
Back,pull-up,"Pull-Up Back / Pullup Bar Steps : 1.) Grab the bar with an overhand grip 2.) Lift your self up till your chin is above the bar. 3.) Pause for a few seconds. 4.) Lower yourself down slowly. 5.) Repeat for the desired amount of reps. Tips : 1.) For an increased workout, wear ankle weights or a weighted vest.",https://www.jefit.com/exercises/83/pull-up
Back,cable-rope-face-pull,"Cable Rope Face Pull Back / Strength Machine Steps : 1.) Start by facing a high pulley cable machine with either a rope or dual handles connected to the machine. 2.) Grab onto the handles and pull the weight directly towards your face, using your shoulders, and separating your shoulders as you pull the weights back. 3.) Hold for a count then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/874/cable-rope-face-pull
Back,machine-seated-row,"Machine Seated Row Back / Strength Machine Steps : 1.) Start off sitting on a fixed row machine, grabbing the handles in front of you so that your arms are in a full extension and chest is up against the pad in front of you. 2.) Slowly contract your back muscles moving your shoulder blades with your arms and pull back on the machine. 3.) Hold as you reach a peak position and then return back to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/700/machine-seated-row
Back,dumbbell-shoulder-shrug,"Dumbbell Shoulder Shrug Back / Dumbbell The Dumbbell Shoulder Shrug is an excellent exercise for targeting the upper trapezius muscles. Here's how to perform it correctly: Starting Position: Stand with your feet shoulder-width apart. Hold a dumbbell in each hand with your arms fully extended by your sides, palms facing your body (neutral grip). Keep your back straight, chest up, and head facing forward. Your shoulders should be relaxed. Engage Your Core: Tighten your abdominal muscles to maintain stability and support your lower back throughout the exercise. Shrug Your Shoulders: Lift your shoulders straight up towards your ears as high as you can. Imagine trying to touch your shoulders to your ears. Avoid rolling your shoulders backward or forward; the movement should be straight up and down. Keep your arms straight, allowing the dumbbells to rise naturally as your shoulders lift. Pause: Briefly pause at the top of the movement, squeezing your trapezius muscles. Lower Your Shoulders: Slowly lower your shoulders back to the starting position in a controlled manner.",https://www.jefit.com/exercises/42/dumbbell-shoulder-shrug
Back,back-hyperextension,"Back Hyperextension Back / Strength Machine This back hyper-extension exercise gives strength to the back and core muscles as well as increases flexibility. Steps : 1.) Start by adjusting the hyper-extension machine so that your ankles are tucked under the footpads and thighs are across the top pad as this will be your starting position. 2.) Keeping your arms folded across your chest and your back straight, slowly bend at your waist towards the ground until you feel a stretch in your core and lower back. 3.) Hold for a count and then slowly return back to the starting position. Tips : 1.) Refrain from arching your back during this exercise.",https://www.jefit.com/exercises/92/back-hyperextension
Back,machine-lat-pulldown,"Machine Lat Pulldown Back / Strength Machine Steps : 1.) Start by sitting on a lat pull down machine, grabbing the handles with an overhand grip, keeping your knees positioned underneath the padding and feet flat on the floor. 2.) Once in position, slowly pull down on the handles and bring them down towards your sides, and squeeze with your lat and back muscles. 3.) Hold for a count then return back up to the starting position. 4.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1268/machine-lat-pulldown
Back,cable-shoulder-extension,"Cable Shoulder Extension Back / Strength Machine The cable shoulder extension exercise is another great way to work the back, specifically the latissiumus dorsi muscle. Steps : 1.) Begin by standing in front of a cable machine and attach a short bar to a high pulley. 2.) Take hold of the handle with an overhand grip. 3.) Keeping your arms straight and elbows at your side as you push the handle down towards your thighs. 4.) Pause for a moment and then return to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/250/cable-shoulder-extension
Back,cable-front-lat-pulldown-close-grip,"Cable Front Lat Pulldown (Close Grip) Back / Strength Machine The close-grip font lat pulldown is a classic bodybuilder exercise use to target the back muscles, specifically the lower lats. Steps : 1.) Start by sitting down at a pull-down machine and place your knees underneath the padding on the machine. 2.) Grab onto the bar with a close overhand grip and pull the bar down straight until it is even with your upper chest. 3.) Once in the final position hold for a count while squeezing the lat muscles and then slowly return back to the starting position.",https://www.jefit.com/exercises/87/cable-front-lat-pulldown-close-grip
Back,machine-assisted-pull-up,"Machine Assisted Pull-Up Back / Strength Machine Steps : 1.) Start by setting up the weight that will allow your body to lower towards the floor and that you would like to perform for this exercise, making sure that the knee rests are in position for your body to rest upon. 2.) Climb onto the machine and place your knees upon the pad, then once in position grab the pull-up handles above you and lift yourself up towards the ceiling. 3.) Squeeze your lat and back muscles as your body comes up towards the ceiling until your shoulders are at hand level and hold for a count. 4.) Return back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/1262/machine-assisted-pull-up
Back,barbell-shrug,"Barbell Shrug Back / Barbell The barbell shoulder shrug is a straightforward yet effective exercise for targeting the trapezius muscles, which are located on the upper back and neck. Here's how to perform it correctly: Setup: Load the barbell with the desired weight. Place the barbell on the floor in front of you. Starting Position: Stand with your feet shoulder-width apart. Bend at your hips and knees to reach down and grip the barbell with your hands slightly wider than shoulder-width apart, using an overhand grip (palms facing your body). Lift the barbell by straightening your legs and hips to stand up straight, keeping the barbell close to your body. Stand tall with your shoulders back, chest up, and arms fully extended holding the barbell. Performing the Shrug: Inhale and brace your core. Elevate your shoulders straight up towards your ears as high as possible. Focus on using your trapezius muscles to lift the weight. Keep your arms straight and avoid bending your elbows. Hold the top position for a moment, squeezing your traps. Lowering the Barbell: Exhale and slowly lower your shoulders back to the starting position. Control the movement and avoid letting the barbell drop too quickly.",https://www.jefit.com/exercises/11/barbell-shrug
Back,dumbbell-bent-over-row,"Dumbbell Bent-Over Row Back / Dumbbell Steps : 1.) Start by holding a dumbbell in each hand with palms facing towards you, bending slightly at your knees and at your torso as if you were to pick up something. 2.) Hold you arms straight down with a weight in each hand and then slowly lift the dumbbells to your sides. 3.) Once at the top position hold for a count while squeezing your back muscles and then return back to the starting position. 4.) Repeat for as many reps and sets as desired. Tips : 1.) Do not arc or bend your back. 2.) Perform the exercise slower for more intensity. 3.) Do not lift more than you can manage as that can lead to injury.",https://www.jefit.com/exercises/88/dumbbell-bent-over-row
Back,dumbbell-pullover,"Dumbbell Pullover Back / Dumbbell Steps : 1.) To begin this exercise; start off by placing a dumbbell standing up on a flat bench. 2.) With the dumbbell standing up, lie your shoulders flat down upon the surface of the bench with your hips below and your legs bent so that your feet are firmly upon the floor. 3.) Take the dumbbell with one hand and lift it straight up over your chest as the palms rest on the underside of one of the sides of the dumbbell. 4.) Lower the weight down in an arc behind your head, stretching out your chest and hold for a few seconds. 5.) Return the dumbbell back to the starting position. 6.) Repeat this exercise for as many repetitions as needed. Tips : 1.) Use a spotter if need be with heavier weights as there might be a struggle to return back up to the standing position.",https://www.jefit.com/exercises/375/dumbbell-pullover
Back,leverage-machine-iso-row,"Leverage Machine Iso Row Back / Strength Machine Steps: 1.) Start by loading the amount of weight that you want onto the machine and then adjusting the levels of the seat so that the handles are just at chest level. 2.) Grab the handles with either a grip that is comfortable for you and will target your back muscles the best. 3.) Slowly pull the handles in towards your chest, retracting your shoulders back through the elbows until you feel tension on your muscles. 4.) Hold for a count then return back to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/820/leverage-machine-iso-row
Biceps,dumbbell-alternating-bicep-curl,Dumbbell Alternating Bicep Curl Biceps / Dumbbell Steps : 1.) Start by standing with your feet shoulders width apart. 2.) Pick up the barbells using a palm inward grip. 3.) Curl each barbell alternating each time. 4.) Repeat for the desired amount of reps.,https://www.jefit.com/exercises/116/dumbbell-alternating-bicep-curl
Biceps,barbell-curl,"Barbell Curl Biceps / Barbell The barbell curl is a basic bicep exercise that helps increase the size of the muscles. Steps : 1.) Start off standing up straight with your feet shoulder-width apart, keeping your knees slightly bent and abs drawn in tight. 2.) Grab a barbell with a shoulder width underhand (palms up) grip, lowering your arms down to your thighs fully and bending slightly at your elbows as this will be your starting position. 3.) Slowly raise the bar towards your upper chest, squeezing your muscles and isolating the biceps. 4.) Hold this position for a count and then return back to the starting position. Tips : 1.) Refrain from swinging your hips or back during this exercise.",https://www.jefit.com/exercises/112/barbell-curl
Biceps,dumbbell-alternating-hammer-curl,"Dumbbell Alternating Hammer Curl Biceps / Dumbbell The alternate hammer curl exercise uses a hammering (up and down) motion to isolate the biceps and to build bigger arms. Steps : 1.) Start off standing with your feet shoulder-width apart, keeping your knees slightly bent and your abs drawn in tightly. 2.) Grab a dumbbell in each hand with your palms facing inward and extend your arms out at the sides of your body. 3.) While keeping your elbows locked in at your sides, slowly lift your left arm in an arc motion towards your left shoulder, isolating the bicep and squeeze the muscle. 4.) Hold for a count and return back to the starting position. 5.) Repeat the same steps with your right arm for as many reps and sets as desired. Tips : 1.) Refrain from turning your wrists during this exercise.",https://www.jefit.com/exercises/114/dumbbell-alternating-hammer-curl
Biceps,dumbbell-incline-curl,"Dumbbell Incline Curl Biceps / Dumbbell The incline dumbbell curl exercise uses an incline bench to change your body's position as you perform the bicep curl exercise. Steps : 1.) Start by taking an incline bench and adjusting it to a 45-degree incline angle, then grabbing dumbbells in each and sitting down with your back against he bench with your feet rested on the floor in front of you. 2.) Once in position let your arms hang down at your sides and while keeping your elbows straight, raise the dumbbells up towards your head, squeezing your biceps on the way up. 3.) In the top position, hold for a count and then return back to the starting position. 4.) Return back to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/106/dumbbell-incline-curl
Biceps,cable-bicep-curl,"Cable Bicep Curl Biceps / Strength Machine The standing biceps cable curl exercise uses a cable instead of a barbell to target the bicep muscles. Steps : 1.) Start by attaching a short bar to a cable pulley at the bottom of the machine then stand with your feet shoulder width apart, abs tight and knees bent slightly. 2.) Grab the bar with a close underhand grip, lower your arms down towards your thighs and then, by bending through your elbows, raise the bar up towards your upper chest. 3.) Once at the top position, squeeze your biceps and hold for a count. 4.) Return back to the starting position and repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/102/cable-bicep-curl
Biceps,ez-bar-curl,"EZ Bar Curl Biceps / EZ Curl Bar The EZ-Bar Curl exercise uses either an EZ-bar or curl bar to help isolate the biceps and build bigger arms. Steps : 1.) Start by standing up straight with your feet shoulder-width apart and your knees slightly bend. 2.) Grab onto the barbell in front of you with an underhand (palms up) grip and lower the bar until it is up against your thighs as this will be your starting position. 3.) Making sure that you keep your elbows still, raise the bar slowly up towards your chest until your forearms touch your biceps, feel a stretch and squeeze in those muscles. 4.) Hold for a count then return back to the starting position. 5.) Repeat for as many reps and sets as desired. Tips : 1.) You can lean up against a wall or a post to prevent yourself from swaying thus making the exercise ineffective.",https://www.jefit.com/exercises/95/ez-bar-curl
Biceps,preacher-curl-machine,"Preacher Curl Machine Biceps / Strength Machine The preacher curl machine exercise is a great exercise to support the triceps and isolate the biceps to build bigger and stronger arms. Steps : 1.) Start off by adjust the seat of the bench so your arms are level with the top of the bench and resting your forearms against the bench and extend them fully. 2.) Grasp the bar underhand (palms up) and pull it towards your head, isolating and squeezing the bicep muscle. 3.) Pause for a moment and then lower the bar back to starting position. 4.) Repeat for as many reps and sets you desire. Tips : 1.) Perform this exercise in a slow controlled manner for best results.",https://www.jefit.com/exercises/271/preacher-curl-machine
Biceps,dumbbell-concentration-curl,"Dumbbell Concentration Curl Biceps / Dumbbell The dumbbell concentration curl exercise limits you range of motion and concentrates on isolating the bicep muscle. Steps : 1.) Start by sitting on the end of a flat bench with your feet flat and your legs spread in a V position. 2.) Grab a dumbbell in one of your hands with a palms up grip, placing this arm in between your legs and up against your inner thigh just above your knee. 3.) Slowly curl the weight up towards your chest, squeezing your bicep on the motion upward and once you reach the top, hold the position for a count. 4.) Return back to the starting position and repeat for as many reps and sets as desired. 5.) Switch arms and repeat the same steps.",https://www.jefit.com/exercises/107/dumbbell-concentration-curl
Biceps,barbell-preacher-curl,"Barbell Preacher Curl Biceps / Barbell The preacher curl exercise uses a special bench to help support the triceps and isolate the biceps to build bigger arms. Steps : 1.) Start off by adjusting the seat of a preacher bench so that your arms are level with the top of the bench. 2.) Grab onto a bicep curl bar with an underhand (palms up) grip, keeping your arms shoulder-width apart, resting them against the bench, and extending them fully. 3.) While keeping your arms on the bench, slowly curl the bar up towards your head, isolating the bicep and squeezing the muscles. 4.) Hold for a count and then return back to the starting position. Tips 1.) Perform this exercise in a slow manner to attain the best results.",https://www.jefit.com/exercises/113/barbell-preacher-curl
Biceps,dumbbell-seated-bicep-curl,"Dumbbell Seated Bicep Curl Biceps / Dumbbell The dumbbell bicep curl uses both arms at the same time to build stronger arms. Steps : 1.) Begin by sitting up straight with your feet shoulder-width apart, abs tight, knees slightly bent and a dumbbell in each hand with a palms up grip. 2.) While holding the dumbbells, extend your arms at the side of your body, then slowly lift your arms up towards your chest until your forearms touch your biceps. 3.) Isolate the bicep and hold this position for a count. 4.) Return back to the starting position and repeat for as many reps and sets as desired. Tips : 1.) Refrain from swinging your arms during this exercise.",https://www.jefit.com/exercises/100/dumbbell-seated-bicep-curl
Biceps,cable-rope-hammer-curl,"Cable Rope Hammer Curl Biceps / Strength Machine The hammer curls with a rope exercise a great exercise that uses a rope with a cable machine to isolate the biceps and build bigger arms. Steps : 1.) Start by attaching a rope to a cable pulley to the bottom of the weight stack and stand in front of the machine with your feet shoulder width apart, your knees slightly bent and your abs drawn in. 2.) Grab the rope with a close underhand grip (palms facing up). 3.) Lower your arms fully to above your thighs and bending only your elbows, raise the rope to your upper chest. 4.) Hold for a count, squeezing the biceps and then return to the starting position. 5.) Repeat for as many reps and sets as desired.",https://www.jefit.com/exercises/257/cable-rope-hammer-curl
Biceps,dumbbell-one-arm-preacher-curl,"Dumbbell One-Arm Preacher Curl Biceps / Dumbbell The one-arm dumbbell preacher curl is a variation of the preacher curl exercise that uses dumbbells and single arm movements for better control of the bicep and targeting of the muscles. Steps : 1.) Start by taking a preacher bench and adjusting the seat so that your arm is level with the top of the bench. 2.) Grab a dumbbell with an underhand (palms up) grip and rest your arm against the bench with your arm extended fully down. 3.) Slowly curl the dumbbell up towards your head, keeping your arm on the bench at all times, until you reach the top position. 4.) Hold for a count, squeezing and isolating your bicep, and return back to the starting position. Tips : 1.) Perform this exercise in a slow controlled manner for best results.",https://www.jefit.com/exercises/109/dumbbell-one-arm-preacher-curl
